"Fecha","Temperatura","Humedad","Precipitación Total"
"2016-12-14 16",23.29,21.48,0
"2016-12-14 17",23.9,19.66,0
"2016-12-14 18",22.25,25.66,0
"2016-12-14 19",18.43,37.41,0
"2016-12-14 20",17.33,38.82,0
"2016-12-14 21",16.45,40.65,0
"2016-12-14 22",14.92,46.12,0
"2016-12-14 23",14,52.11,0
"2016-12-15 00",13.31,57.45,0
"2016-12-15 01",12.42,64.62,0
"2016-12-15 02",11.76,69.18,0
"2016-12-15 03",10.99,71.62,0
"2016-12-15 04",10.74,73.28,0
"2016-12-15 05",11.66,71.81,0
"2016-12-15 06",11.37,74.16,0
"2016-12-15 07",10.72,75.44,0
"2016-12-15 08",11.57,74.25,0
"2016-12-15 09",12.73,73.42,0
"2016-12-15 10",13.53,70.58,0
"2016-12-15 11",14.65,66.88,0
"2016-12-15 12",16.14,61.31,0
"2016-12-15 13",17.96,54.99,0
"2016-12-15 14",19.51,48.92,0
"2016-12-15 15",21.05,44.51,0
"2016-12-15 16",22.02,41.2,0
"2016-12-15 17",21.21,43.72,0
"2016-12-15 18",20.37,46.95,0
"2016-12-15 19",16.83,69,0.5
"2016-12-15 20",16.65,69.58,0
"2016-12-15 21",16.11,67.88,0
"2016-12-15 22",15.34,68.91,0
"2016-12-15 23",14.98,68.5,0
"2016-12-16 00",14.35,70.96,0
"2016-12-16 01",14.05,70.92,0
"2016-12-16 02",13.6,71.13,0
"2016-12-16 03",12.33,79.76,0
"2016-12-16 04",12.26,81.53,0
"2016-12-16 05",12.05,82.04,0
"2016-12-16 06",11.59,83.6,0
"2016-12-16 07",11.4,86.85,0
"2016-12-16 08",11.49,86.56,0
"2016-12-16 09",13.87,72.59,0
"2016-12-16 10",15.17,68.28,0
"2016-12-16 11",17.13,61.24,0
"2016-12-16 12",18.57,56.01,0
"2016-12-16 13",19.75,49.5,0
"2016-12-16 14",20.22,47.65,0
"2016-12-16 15",20.64,46.76,0
"2016-12-16 16",20.31,46.45,0
"2016-12-16 17",19.74,46.54,0
"2016-12-16 18",19.11,49.18,0
"2016-12-16 19",18.1,53.96,0
"2016-12-16 20",17.35,59.87,0
"2016-12-16 21",16.13,64.5,0
"2016-12-16 22",15.22,66.4,0
"2016-12-16 23",14.07,72.08,0
"2016-12-17 00",13.74,73.01,0
"2016-12-17 01",12.85,74.33,0
"2016-12-17 02",12.69,72.52,0
"2016-12-17 03",11.81,77.24,0
"2016-12-17 04",10.96,78.95,0
"2016-12-17 05",10.63,82.82,0
"2016-12-17 06",9.98,85.81,0
"2016-12-17 07",9.66,86.5,0
"2016-12-17 08",10.1,85.75,0
"2016-12-17 09",13.4,71.56,0
"2016-12-17 10",15.72,61.84,0
"2016-12-17 11",18.01,54.98,0
"2016-12-17 12",19.94,47.16,0
"2016-12-17 13",21,42.17,0
"2016-12-17 14",21.78,41.21,0
"2016-12-17 15",22.69,39.15,0
"2016-12-17 16",23.4,37.47,0
"2016-12-17 17",22.79,40.26,0
"2016-12-17 18",21.2,45.56,0
"2016-12-17 19",18.94,51.6,0
"2016-12-17 20",18.03,54.11,0
"2016-12-17 21",17.55,58.58,0
"2016-12-17 22",15.82,65.6,0
"2016-12-17 23",14.4,72.1,0
"2016-12-18 00",13.29,76.67,0
"2016-12-18 01",12.73,79,0
"2016-12-18 02",12.69,73.53,0
"2016-12-18 03",12.34,70.79,0
"2016-12-18 04",11.95,72.47,0
"2016-12-18 05",11.32,74.71,0
"2016-12-18 06",10.76,79.42,0
"2016-12-18 07",10.35,82.56,0
"2016-12-18 08",10.95,80.15,0
"2016-12-18 09",14.22,66.01,0
"2016-12-18 10",16.21,59.56,0
"2016-12-18 11",18.11,55.25,0
"2016-12-18 12",18.99,51.51,0
"2016-12-18 13",20,46.82,0
"2016-12-18 14",21.13,43.19,0
"2016-12-18 15",21.83,39.64,0
"2016-12-18 16",22.01,39.16,0
"2016-12-18 17",21.94,40.46,0
"2016-12-18 18",19.95,47.43,0
"2016-12-18 19",18.46,57.03,0
"2016-12-18 20",16.74,65.84,0
"2016-12-18 21",16.06,66.54,0
"2016-12-18 22",15.26,72.95,0
"2016-12-18 23",15.1,73.7,0
"2016-12-19 00",14.79,75.54,0
"2016-12-19 01",14.01,77.97,0
"2016-12-19 02",12.96,80.86,0
"2016-12-19 03",12.51,82.76,0
"2016-12-19 04",12.34,82.44,0
"2016-12-19 05",11.99,82.43,0
"2016-12-19 06",11.69,82.82,0
"2016-12-19 07",11.81,80.27,0
"2016-12-19 08",12.13,78.71,0
"2016-12-19 09",12.95,75.13,0
"2016-12-19 10",13.99,70.21,0
"2016-12-19 11",14.48,66.52,0
"2016-12-19 12",16.1,58.19,0
"2016-12-19 13",17.57,52.12,0
"2016-12-19 14",18.79,46.37,0
"2016-12-19 15",20.08,40.67,0
"2016-12-19 16",20.72,39.52,0
"2016-12-19 17",21.19,37.92,0
"2016-12-19 18",20.1,40.52,0
"2016-12-19 19",18.64,48.51,0
"2016-12-19 20",16.6,56.43,0
"2016-12-19 21",14.54,62.98,0
"2016-12-19 22",13.15,67.92,0
"2016-12-19 23",12.46,71.08,0
"2016-12-20 00",12.08,72.09,0
"2016-12-20 01",11.52,74.47,0
"2016-12-20 02",11.13,75.96,0
"2016-12-20 03",11.09,75.72,0
"2016-12-20 04",11.24,75.1,0
"2016-12-20 05",10.87,77.56,0
"2016-12-20 06",10.12,81.11,0
"2016-12-20 07",9.75,83.38,0
"2016-12-20 08",9.44,84.53,0
"2016-12-20 09",12.14,73.66,0
"2016-12-20 10",13.24,67.53,0
"2016-12-20 11",14.73,60.89,0
"2016-12-20 12",15.68,55.99,0
"2016-12-20 13",17.34,50.2,0
"2016-12-20 14",19.04,45.17,0
"2016-12-20 15",20.01,41.63,0
"2016-12-20 16",21.42,38.23,0
"2016-12-20 17",21.38,39.31,0
"2016-12-20 18",20.37,44.62,0
"2016-12-20 19",18.45,53.9,0
"2016-12-20 20",16.41,62.78,0
"2016-12-20 21",14.91,66.87,0
"2016-12-20 22",13.96,69.63,0
"2016-12-20 23",13.5,70.59,0
"2016-12-21 00",12.96,72.41,0
"2016-12-21 01",12.9,72.31,0
"2016-12-21 02",12.69,72.55,0
"2016-12-21 03",12.01,74.03,0
"2016-12-21 04",11.49,76.93,0
"2016-12-21 05",10.75,80.07,0
"2016-12-21 06",10.04,83.53,0
"2016-12-21 07",9.59,82.84,0
"2016-12-21 08",9.36,82.58,0
"2016-12-21 09",11.86,70.02,0
"2016-12-21 10",13.34,63.18,0
"2016-12-21 11",14.99,54.4,0
"2016-12-21 12",16.48,45.65,0
"2016-12-21 13",18.23,37.15,0
"2016-12-21 14",19.33,34.6,0
"2016-12-21 15",20.62,30.13,0
"2016-12-21 16",21.55,27.18,0
"2016-12-21 17",22.02,25.97,0
"2016-12-21 18",20.97,28.76,0
"2016-12-21 19",17.78,41.34,0
"2016-12-21 20",17.74,41.86,0
"2016-12-21 21",16.62,45.19,0
"2016-12-21 22",15.06,51.64,0
"2016-12-21 23",13.53,57,0
"2016-12-22 00",11.94,62.21,0
"2016-12-22 01",11.03,66.36,0
"2016-12-22 02",10.17,69.77,0
"2016-12-22 03",9.85,71.59,0
"2016-12-22 04",8.97,75.29,0
"2016-12-22 05",8.29,76.65,0
"2016-12-22 06",7.73,79.55,0
"2016-12-22 07",7.26,82.25,0
"2016-12-22 08",8.01,80.79,0
"2016-12-22 09",11.39,69.9,0
"2016-12-22 10",13.36,62.33,0
"2016-12-22 11",14.97,56.76,0
"2016-12-22 12",17.48,44.88,0
"2016-12-22 13",18.88,36.78,0
"2016-12-22 14",20.14,32.15,0
"2016-12-22 15",21.19,26.49,0
"2016-12-22 16",22.22,23.27,0
"2016-12-22 17",22.66,21.35,0
"2016-12-22 18",21.66,25.2,0
"2016-12-22 19",19.23,35.24,0
"2016-12-22 20",17.5,38.72,0
"2016-12-22 21",15.42,44.37,0
"2016-12-22 22",15.04,45.87,0
"2016-12-22 23",13.47,52.13,0
"2016-12-23 00",11.98,56.54,0
"2016-12-23 01",10.7,61.24,0
"2016-12-23 02",9.82,64.36,0
"2016-12-23 03",9.09,67.51,0
"2016-12-23 04",8.44,70.15,0
"2016-12-23 05",8.04,75.58,0
"2016-12-23 06",7.19,79.69,0
"2016-12-23 07",6.9,80.16,0
"2016-12-23 08",7.36,75.39,0
"2016-12-23 09",10.9,62.88,0
"2016-12-23 10",12.38,62.42,0
"2016-12-23 11",14.15,55.37,0
"2016-12-23 12",15.88,49.78,0
"2016-12-23 13",17.65,42.28,0
"2016-12-23 14",19.47,36.1,0
"2016-12-23 15",20.98,29.25,0
"2016-12-23 16",21.93,27.08,0
"2016-12-23 17",21.9,26.78,0
"2016-12-23 18",20.64,29.29,0
"2016-12-23 19",18.06,35.87,0
"2016-12-23 20",15.13,45.53,0
"2016-12-23 21",14.55,46.88,0
"2016-12-23 22",13.53,52.1,0
"2016-12-23 23",13.22,56.87,0
"2016-12-24 00",12.78,61.18,0
"2016-12-24 01",12.09,62.26,0
"2016-12-24 02",11.07,65.7,0
"2016-12-24 03",10.24,70.72,0
"2016-12-24 04",9.75,72.35,0
"2016-12-24 05",8.84,77.08,0
"2016-12-24 06",7.89,81.04,0
"2016-12-24 07",7.42,82.33,0
"2016-12-24 08",7.88,80.67,0
"2016-12-24 09",12.02,63.68,0
"2016-12-24 10",14.11,54.41,0
"2016-12-24 11",16.42,47.68,0
"2016-12-24 12",18.81,35.86,0
"2016-12-24 13",20.25,27.01,0
"2016-12-24 14",21.24,24.3,0
"2016-12-24 15",22.29,25.75,0
"2016-12-24 16",22.59,26.46,0
"2016-12-24 17",22.5,23.97,0
"2016-12-24 18",20.93,33.16,0
"2016-12-24 19",17.93,39.57,0
"2016-12-24 20",15.96,44.76,0
"2016-12-24 21",14.48,50.45,0
"2016-12-24 22",13.44,53.04,0
"2016-12-24 23",12.6,54.08,0
"2016-12-25 00",11.95,51.73,0
"2016-12-25 01",10.72,61.55,0
"2016-12-25 02",10.46,60.28,0
"2016-12-25 03",8.97,67.82,0
"2016-12-25 04",8.55,69.66,0
"2016-12-25 05",8.4,68.64,0
"2016-12-25 06",7.78,72.01,0
"2016-12-25 07",7.43,74.15,0
"2016-12-25 08",7.3,74.88,0
"2016-12-25 09",11.38,58.08,0
"2016-12-25 10",13.68,46.46,0
"2016-12-25 11",16.12,39.43,0
"2016-12-25 12",18.3,34.24,0
"2016-12-25 13",19.73,31.7,0
"2016-12-25 14",20.58,24.68,0
"2016-12-25 15",21.25,23.6,0
"2016-12-25 16",21.8,23.27,0
"2016-12-25 17",21.83,24.25,0
"2016-12-25 18",20.75,27.34,0
"2016-12-25 19",18.77,37.92,0
"2016-12-25 20",15.8,44.64,0
"2016-12-25 21",14.87,48.37,0
"2016-12-25 22",13.37,56.28,0
"2016-12-25 23",12.76,57.27,0
"2016-12-26 00",12.58,58.28,0
"2016-12-26 01",11.79,63.1,0
"2016-12-26 02",11.45,64.29,0
"2016-12-26 03",10.78,68.06,0
"2016-12-26 04",9.85,68.86,0
"2016-12-26 05",8.89,74.49,0
"2016-12-26 06",8.47,73.37,0
"2016-12-26 07",8.12,74.98,0
"2016-12-26 08",8.48,71.8,0
"2016-12-26 09",12.9,55.61,0
"2016-12-26 10",14.37,52.34,0
"2016-12-26 11",16.53,45.1,0
"2016-12-26 12",18.82,36.83,0
"2016-12-26 13",20.25,28.15,0
"2016-12-26 14",21.05,25.91,0
"2016-12-26 15",21.53,25.94,0
"2016-12-26 16",21.21,26.25,0
"2016-12-26 17",21.35,26.08,0
"2016-12-26 18",21.42,26.55,0
"2016-12-26 19",18.11,38.56,0
"2016-12-26 20",17.26,40.38,0
"2016-12-26 21",17.47,42.02,0
"2016-12-26 22",16.23,45.42,0
"2016-12-26 23",14.49,50.98,0
"2016-12-27 00",13.43,53.26,0
"2016-12-27 01",12.15,56.63,0
"2016-12-27 02",10.76,61.97,0
"2016-12-27 03",10.03,64.9,0
"2016-12-27 04",9.59,65.19,0
"2016-12-27 05",9.28,66.91,0
"2016-12-27 06",8.24,70.4,0
"2016-12-27 07",7.76,73.37,0
"2016-12-27 08",8.33,69.72,0
"2016-12-27 09",11.82,58.27,0
"2016-12-27 10",13.46,54.27,0
"2016-12-27 11",15.3,49.89,0
"2016-12-27 12",16.75,46.59,0
"2016-12-27 13",18.42,40.12,0
"2016-12-27 14",19.84,34.84,0
"2016-12-27 15",21.04,30.11,0
"2016-12-27 16",21.92,28.69,0
"2016-12-27 17",21.88,28.99,0
"2016-12-27 18",21.54,30.22,0
"2016-12-27 19",18.47,41.2,0
"2016-12-27 20",17.89,49.18,0
"2016-12-27 21",15.98,63.13,0
"2016-12-27 22",15,67.68,0
"2016-12-27 23",14.53,70.64,0
"2016-12-28 00",14.44,71.4,0
"2016-12-28 01",14.32,72.62,0
"2016-12-28 02",14,74.31,0
"2016-12-28 03",14.03,73.89,0
"2016-12-28 04",13.93,74.17,0
"2016-12-28 05",13.7,75.24,0
"2016-12-28 06",13.46,75.35,0
"2016-12-28 07",13.33,75.53,0
"2016-12-28 08",13.15,74.32,0
"2016-12-28 09",13.1,75.94,0
"2016-12-28 10",14.13,71.34,0
"2016-12-28 11",15.59,62.22,0
"2016-12-28 12",17.55,51.16,0
"2016-12-28 13",19.29,42.43,0
"2016-12-28 14",20.34,37.57,0
"2016-12-28 15",21.59,30.85,0
"2016-12-28 16",22.56,28.51,0
"2016-12-28 17",22.7,27.12,0
"2016-12-28 18",21.56,33.86,0
"2016-12-28 19",18.89,42.87,0
"2016-12-28 20",17.1,47.22,0
"2016-12-28 21",16.19,48.03,0
"2016-12-28 22",15.58,50.39,0
"2016-12-28 23",14.91,55.52,0
"2016-12-29 00",14.93,64.35,0
"2016-12-29 01",13.86,70.48,0
"2016-12-29 02",12.13,71.01,0
"2016-12-29 03",11.09,73.69,0
"2016-12-29 04",10.63,78.18,0
"2016-12-29 05",11.66,79.24,0
"2016-12-29 06",11.94,80.36,0
"2016-12-29 07",11.87,80.01,0
"2016-12-29 08",11.88,78.82,0
"2016-12-29 09",12.32,74.69,0
"2016-12-29 10",14.14,67.37,0
"2016-12-29 11",16.07,57.08,0
"2016-12-29 12",18.56,40.02,0
"2016-12-29 13",20.37,28.27,0
"2016-12-29 14",21.21,27.04,0
"2016-12-29 15",22.1,26.25,0
"2016-12-29 16",23.01,25.28,0
"2016-12-29 17",23.05,23.7,0
"2016-12-29 18",20.69,29.45,0
"2016-12-29 19",18.16,39,0
"2016-12-29 20",16.35,45.34,0
"2016-12-29 21",14.8,57.84,0
"2016-12-29 22",13.82,63.73,0
"2016-12-29 23",13.68,63.43,0
"2016-12-30 00",13.37,64.73,0
"2016-12-30 01",13.32,64.13,0
"2016-12-30 02",12.74,65.07,0
"2016-12-30 03",12.34,67.46,0
"2016-12-30 04",12.18,67.44,0
"2016-12-30 05",12.18,66.33,0
"2016-12-30 06",12.18,66.51,0
"2016-12-30 07",12.06,69.1,0
"2016-12-30 08",11.99,70.08,0
"2016-12-30 09",12.44,67.5,0
"2016-12-30 10",13.31,63.31,0
"2016-12-30 11",13.96,61.18,0
"2016-12-30 12",14.79,58.33,0
"2016-12-30 13",15.46,55.27,0
"2016-12-30 14",16.43,52.17,0
"2016-12-30 15",17.21,48.87,0
"2016-12-30 16",18.73,44.25,0
"2016-12-30 17",18.55,44.17,0
"2016-12-30 18",18.32,44.91,0
"2016-12-30 19",16.13,54.01,0
"2016-12-30 20",14.53,58.6,0
"2016-12-30 21",14.64,58.96,0
"2016-12-30 22",14.62,64.29,0
"2016-12-30 23",13.59,68.85,0
"2016-12-31 00",12.29,72.62,0
"2016-12-31 01",11.95,68.81,0
"2016-12-31 02",11.67,68.14,0
"2016-12-31 03",10.23,76.01,0
"2016-12-31 04",9.47,79.9,0
"2016-12-31 05",8.9,75.6,0
"2016-12-31 06",8.64,74.25,0
"2016-12-31 07",7.99,82.15,0
"2016-12-31 08",7.92,82.2,0
"2016-12-31 09",11.83,65.54,0
"2016-12-31 10",13.9,56.42,0
"2016-12-31 11",15.98,49.26,0
"2016-12-31 12",18.27,39.43,0
"2016-12-31 13",19.58,33.77,0
"2016-12-31 14",20.64,29.87,0
"2016-12-31 15",20.96,29.91,0
"2016-12-31 16",21.06,29.68,0
"2016-12-31 17",20.09,36.69,0
"2016-12-31 18",18.88,44,0
"2016-12-31 19",17.91,49.09,0
"2016-12-31 20",16.72,54.35,0
"2016-12-31 21",15.69,56.13,0
"2016-12-31 22",15.28,56.74,0
"2016-12-31 23",13.29,64.83,0
"2017-01-01 00",12.28,65.11,0
"2017-01-01 01",11.58,67.44,0
"2017-01-01 02",11,69.68,0
"2017-01-01 03",11.13,71.77,0
"2017-01-01 04",10.9,73.53,0
"2017-01-01 05",10.17,76.29,0
"2017-01-01 06",9.63,78.19,0
"2017-01-01 07",9.24,74.38,0
"2017-01-01 08",9.86,70.42,0
"2017-01-01 09",13.07,59.19,0
"2017-01-01 10",14.61,56.23,0
"2017-01-01 11",16.4,51.27,0
"2017-01-01 12",17.87,45.46,0
"2017-01-01 13",18.77,40.99,0
"2017-01-01 14",19.26,39.47,0
"2017-01-01 15",19.75,38.02,0
"2017-01-01 16",19.99,38.43,0
"2017-01-01 17",19.7,41.01,0
"2017-01-01 18",18.73,44.74,0
"2017-01-01 19",16.98,49.39,0
"2017-01-01 20",15.84,51.91,0
"2017-01-01 21",14.17,57.1,0
"2017-01-01 22",13.22,61.66,0
"2017-01-01 23",12.8,60.13,0
"2017-01-02 00",11.73,62.6,0
"2017-01-02 01",10.41,67.55,0
"2017-01-02 02",10.53,67.44,0
"2017-01-02 03",10.19,67,0
"2017-01-02 04",10.25,65.54,0
"2017-01-02 05",8.97,70.98,0
"2017-01-02 06",7.96,75.53,0
"2017-01-02 07",7.86,76.06,0
"2017-01-02 08",7.92,76.23,0
"2017-01-02 09",12,57.05,0
"2017-01-02 10",14.52,48.22,0
"2017-01-02 11",16.59,43.46,0
"2017-01-02 12",18.59,36.53,0
"2017-01-02 13",19.98,29.68,0
"2017-01-02 14",21.55,22.14,0
"2017-01-02 15",22.89,15.66,0
"2017-01-02 16",23.41,11.32,0
"2017-01-02 17",23.74,13.09,0
"2017-01-02 18",23.29,14.77,0
"2017-01-02 19",18.73,25.29,0
"2017-01-02 20",16.79,27.42,0
"2017-01-02 21",15.14,31.6,0
"2017-01-02 22",14.45,31.65,0
"2017-01-02 23",14.05,31.71,0
"2017-01-03 00",13.54,34.95,0
"2017-01-03 01",12.93,41.85,0
"2017-01-03 02",11.71,46.14,0
"2017-01-03 03",10.24,52.79,0
"2017-01-03 04",8.87,60.25,0
"2017-01-03 05",8.45,64.4,0
"2017-01-03 06",8.41,65.04,0
"2017-01-03 07",7.95,66.56,0
"2017-01-03 08",7.88,67.72,0
"2017-01-03 09",12.45,52.96,0
"2017-01-03 10",14.39,47.13,0
"2017-01-03 11",16.64,43.63,0
"2017-01-03 12",19.05,37.35,0
"2017-01-03 13",20.33,29.97,0
"2017-01-03 14",21.57,25.31,0
"2017-01-03 15",22.58,23.65,0
"2017-01-03 16",23.18,22.72,0
"2017-01-03 17",22.96,23.83,0
"2017-01-03 18",22.53,23.22,0
"2017-01-03 19",20.01,28.56,0
"2017-01-03 20",17.26,38.82,0
"2017-01-03 21",15.75,40.77,0
"2017-01-03 22",14.99,40.72,0
"2017-01-03 23",14.33,42.17,0
"2017-01-04 00",13.18,46.06,0
"2017-01-04 01",12.25,49.09,0
"2017-01-04 02",11.72,50.28,0
"2017-01-04 03",11.16,50.97,0
"2017-01-04 04",10.14,55.7,0
"2017-01-04 05",8.73,61.73,0
"2017-01-04 06",7.61,63.41,0
"2017-01-04 07",7,63.68,0
"2017-01-04 08",6.75,64.8,0
"2017-01-04 09",10.63,54.89,0
"2017-01-04 10",14.49,42.03,0
"2017-01-04 11",16.98,34.55,0
"2017-01-04 12",20.09,24.8,0
"2017-01-04 13",22.54,17.69,0
"2017-01-04 14",23.52,16.16,0
"2017-01-04 15",24.37,14.74,0
"2017-01-04 16",25.01,14.24,0
"2017-01-04 17",24.86,15.16,0
"2017-01-04 18",23.8,16.73,0
"2017-01-04 19",21.62,20.68,0
"2017-01-04 20",18.56,28.78,0
"2017-01-04 21",16.51,34.69,0
"2017-01-04 22",15.53,37.37,0
"2017-01-04 23",15.07,37.19,0
"2017-01-05 00",14.34,39.26,0
"2017-01-05 01",12.34,47.57,0
"2017-01-05 02",10.99,59.19,0
"2017-01-05 03",9.53,64.21,0
"2017-01-05 04",8.96,61.9,0
"2017-01-05 05",8.8,58.07,0
"2017-01-05 06",7.78,61.58,0
"2017-01-05 07",7.21,64.38,0
"2017-01-05 08",7.83,64.98,0
"2017-01-05 09",12.19,50.24,0
"2017-01-05 10",15.19,39.29,0
"2017-01-05 11",17.17,34.66,0
"2017-01-05 12",19.75,27.92,0
"2017-01-05 13",21.55,23.57,0
"2017-01-05 14",23.28,18.59,0
"2017-01-05 15",24.5,14.13,0
"2017-01-05 16",25.17,12.94,0
"2017-01-05 17",25.3,12.47,0
"2017-01-05 18",23.49,16.27,0
"2017-01-05 19",19.59,31.41,0
"2017-01-05 20",18.43,32.75,0
"2017-01-05 21",15.95,38.65,0
"2017-01-05 22",15,46.6,0
"2017-01-05 23",14,46.98,0
"2017-01-06 00",12.72,53.68,0
"2017-01-06 01",11.87,58.59,0
"2017-01-06 02",11.27,61.99,0
"2017-01-06 03",10.7,63.75,0
"2017-01-06 04",10.13,66.29,0
"2017-01-06 05",9.3,69.38,0
"2017-01-06 06",9.26,68.46,0
"2017-01-06 07",8.38,72.65,0
"2017-01-06 08",8.5,71.71,0
"2017-01-06 09",13.15,55.08,0
"2017-01-06 10",15.95,46.32,0
"2017-01-06 11",18.3,38.84,0
"2017-01-06 12",20.48,33.13,0
"2017-01-06 13",22.21,27.53,0
"2017-01-06 14",23.63,23.38,0
"2017-01-06 15",24.67,20.92,0
"2017-01-06 16",24.8,19.45,0
"2017-01-06 17",24.78,18.96,0
"2017-01-06 18",22.78,37.74,0
"2017-01-06 19",20.66,46.06,0
"2017-01-06 20",18.6,45.62,0
"2017-01-06 21",17.55,55.49,0
"2017-01-06 22",16.4,62.27,0
"2017-01-06 23",15.16,57.69,0
"2017-01-07 00",14.3,59.75,0
"2017-01-07 01",12.86,61.48,0
"2017-01-07 02",12.31,58.69,0
"2017-01-07 03",11.57,64.12,0
"2017-01-07 04",10.71,67.34,0
"2017-01-07 05",10.05,70.17,0
"2017-01-07 06",8.84,74.21,0
"2017-01-07 07",8.68,74.39,0
"2017-01-07 08",8.71,75.03,0
"2017-01-07 09",12.21,60.2,0
"2017-01-07 10",14.02,50.34,0
"2017-01-07 11",15.15,49.89,0
"2017-01-07 12",17.21,44.45,0
"2017-01-07 13",18.57,41.75,0
"2017-01-07 14",20.17,37.69,0
"2017-01-07 15",21.46,32.44,0
"2017-01-07 16",22.23,27.59,0
"2017-01-07 17",21.82,28.05,0
"2017-01-07 18",21.01,29.08,0
"2017-01-07 19",19.46,37.92,0
"2017-01-07 20",16.97,47.94,0
"2017-01-07 21",15.45,51.4,0
"2017-01-07 22",14.13,55.31,0
"2017-01-07 23",13.29,57.86,0
"2017-01-08 00",12.38,61.15,0
"2017-01-08 01",11.27,64.1,0
"2017-01-08 02",10.4,67.32,0
"2017-01-08 03",9.19,71.34,0
"2017-01-08 04",7.87,75.47,0
"2017-01-08 05",6.72,79.57,0
"2017-01-08 06",6.36,81.36,0
"2017-01-08 07",6.52,81.01,0
"2017-01-08 08",6.59,80.3,0
"2017-01-08 09",6.44,79.31,0
"2017-01-08 10",6.85,78.8,0
"2017-01-08 11",7.29,76.92,0
"2017-01-08 12",8.27,71.99,0
"2017-01-08 13",8.98,70.31,0
"2017-01-08 14",10.17,65.78,0
"2017-01-08 15",12.02,58.59,0
"2017-01-08 16",13.98,51.31,0
"2017-01-08 17",15.36,45.96,0
"2017-01-08 18",15.48,44.66,0
"2017-01-08 19",13.13,53.19,0
"2017-01-08 20",11.81,54.64,0
"2017-01-08 21",10.75,56.4,0
"2017-01-08 22",9.84,61.63,0
"2017-01-08 23",8.81,66.3,0
"2017-01-09 00",8.29,68.7,0
"2017-01-09 01",8.18,70.74,0
"2017-01-09 02",6.92,75.92,0
"2017-01-09 03",6.03,79,0
"2017-01-09 04",5.17,83.46,0
"2017-01-09 05",4.38,90.25,0
"2017-01-09 06",4.31,91.46,0
"2017-01-09 07",4.7,88.27,0
"2017-01-09 08",4.96,85.57,0
"2017-01-09 09",5.53,81.06,0
"2017-01-09 10",6.93,73.28,0
"2017-01-09 11",9.15,61.57,0
"2017-01-09 12",11.65,50.28,0
"2017-01-09 13",13.65,40.1,0
"2017-01-09 14",15.55,32.76,0
"2017-01-09 15",17.3,29.14,0
"2017-01-09 16",18.93,26.47,0
"2017-01-09 17",19.8,23.22,0
"2017-01-09 18",18.54,20.78,0
"2017-01-09 19",15.91,24.48,0
"2017-01-09 20",13.88,32.92,0
"2017-01-09 21",12.55,38.21,0
"2017-01-09 22",11.12,44.04,0
"2017-01-09 23",9.94,44.36,0
"2017-01-10 00",8.65,47.25,0
"2017-01-10 01",7.77,50.96,0
"2017-01-10 02",6.82,54.98,0
"2017-01-10 03",6.03,60.41,0
"2017-01-10 04",5.46,65.6,0
"2017-01-10 05",4.86,67.79,0
"2017-01-10 06",4.07,73.27,0
"2017-01-10 07",4.1,75.35,0
"2017-01-10 08",4.57,74.88,0
"2017-01-10 09",8.77,60.89,0
"2017-01-10 10",10.03,57.52,0
"2017-01-10 11",12.67,47.2,0
"2017-01-10 12",14.78,40.01,0
"2017-01-10 13",17.05,31.92,0
"2017-01-10 14",19.03,26.32,0
"2017-01-10 15",20.06,24.76,0
"2017-01-10 16",20.83,23.75,0
"2017-01-10 17",20.86,20.25,0
"2017-01-10 18",20.6,19.34,0
"2017-01-10 19",17.91,34.5,0
"2017-01-10 20",15.13,41.85,0
"2017-01-10 21",13.56,45.47,0
"2017-01-10 22",12.92,48.46,0
"2017-01-10 23",11.59,53.37,0
"2017-01-11 00",10.64,54.96,0
"2017-01-11 01",10.2,53,0
"2017-01-11 02",9.4,53.99,0
"2017-01-11 03",8.38,58.91,0
"2017-01-11 04",7.33,63.24,0
"2017-01-11 05",6.9,66.31,0
"2017-01-11 06",5.82,71.65,0
"2017-01-11 07",5.52,73.6,0
"2017-01-11 08",6.17,70.06,0
"2017-01-11 09",10.69,52.03,0
"2017-01-11 10",12.24,46.51,0
"2017-01-11 11",14.96,38.06,0
"2017-01-11 12",17.12,33.48,0
"2017-01-11 13",18.53,29.06,0
"2017-01-11 14",19.36,27.17,0
"2017-01-11 15",20.66,26.01,0
"2017-01-11 16",20.87,26.12,0
"2017-01-11 17",20.59,27.67,0
"2017-01-11 18",19.47,31.72,0
"2017-01-11 19",18,36.17,0
"2017-01-11 20",16.46,39.14,0
"2017-01-11 21",14.84,44.93,0
"2017-01-11 22",13.76,47.26,0
"2017-01-11 23",12.65,50.32,0
"2017-01-12 00",12.07,53.5,0
"2017-01-12 01",10.82,59.03,0
"2017-01-12 02",10.1,59.71,0
"2017-01-12 03",9.04,60.87,0
"2017-01-12 04",8.18,59.2,0
"2017-01-12 05",7.76,64.32,0
"2017-01-12 06",6.95,68.83,0
"2017-01-12 07",6.15,71.4,0
"2017-01-12 08",6.75,69.41,0
"2017-01-12 09",10.73,55.47,0
"2017-01-12 10",13.65,43.6,0
"2017-01-12 11",15.4,36.76,0
"2017-01-12 12",17.79,30.04,0
"2017-01-12 13",19.02,23.96,0
"2017-01-12 14",20.12,19.71,0
"2017-01-12 15",20.84,18.94,0
"2017-01-12 16",21.38,17.75,0
"2017-01-12 17",21.4,18.09,0
"2017-01-12 18",20.83,19.6,0
"2017-01-12 19",18,32.71,0
