"Fecha","Temperatura","Humedad","Precipitación Total"
"2018-05-19 01",19.71,62.82,0
"2018-05-19 02",19.42,63.79,0
"2018-05-19 03",18.34,60.17,0
"2018-05-19 04",17.48,47.75,0
"2018-05-19 05",17.36,44.12,0
"2018-05-19 06",16.52,46.15,0
"2018-05-19 07",16.63,45.79,0
"2018-05-19 08",19.56,38.99,0
"2018-05-19 09",20.96,36.64,0
"2018-05-19 10",22.72,32.96,0
"2018-05-19 11",24.23,29.45,0
"2018-05-19 12",25.67,27.09,0
"2018-05-19 13",26.68,25.17,0
"2018-05-19 14",27.74,23.19,0
"2018-05-19 15",28.38,22.09,0
"2018-05-19 16",28.8,19.97,0
"2018-05-19 17",24.02,40.37,4.4
"2018-05-19 18",17.87,58.09,3
"2018-05-19 19",18.06,66.5,0.7
"2018-05-19 20",16.18,73.43,0.9
"2018-05-19 21",15.83,79.15,0.1
"2018-05-19 22",15.43,83.35,1
"2018-05-19 23",15.45,79.44,0
"2018-05-20 00",15.38,81.8,0
"2018-05-20 01",15.62,81.36,0
"2018-05-20 02",15.39,83.34,0
"2018-05-20 03",15.73,80.86,0
"2018-05-20 04",15.01,85.45,0
"2018-05-20 05",14.6,83.32,0
"2018-05-20 06",13.89,85.01,0
"2018-05-20 07",14.16,82.66,0
"2018-05-20 08",16.75,64.25,0
"2018-05-20 09",18.29,62.49,0
"2018-05-20 10",20.47,51.81,0
"2018-05-20 11",22.08,43.91,0
"2018-05-20 12",23.91,37.36,0
"2018-05-20 13",25.33,29.15,0
"2018-05-20 14",26.48,26,0
"2018-05-20 15",27.53,23.25,0
"2018-05-20 16",27.68,22,0
"2018-05-20 17",27.02,22.27,0
"2018-05-20 18",26.04,28.35,0
"2018-05-20 19",22.14,44.36,0.6
"2018-05-20 20",16.75,72.23,4.9
"2018-05-20 21",16.27,72.7,0.1
"2018-05-20 22",15.68,83.12,1.7
"2018-05-20 23",14.77,86.03,0.1
"2018-05-21 00",15.57,78.55,0
"2018-05-21 01",15.81,80.18,0
"2018-05-21 02",15.14,82.22,0
"2018-05-21 03",14.24,86.33,0
"2018-05-21 04",13.64,88.16,0
"2018-05-21 05",13.33,89.11,0
"2018-05-21 06",12.73,87.59,0
"2018-05-21 07",13.66,76.69,0
"2018-05-21 08",16.19,67.95,0
"2018-05-21 09",17.64,66.46,0
"2018-05-21 10",19.07,59.13,0
"2018-05-21 11",20.61,51.69,0
"2018-05-21 12",22.02,44.27,0
"2018-05-21 13",22.66,41.77,0
"2018-05-21 14",23.3,38.26,0
"2018-05-21 15",23.55,36.13,0
"2018-05-21 16",24.07,35.73,0
"2018-05-21 17",20.56,52.96,0.1
"2018-05-21 18",18.3,63.31,0
"2018-05-21 19",18.23,63.13,0
"2018-05-21 20",19.46,47.49,0
"2018-05-21 21",16.93,57.57,0
"2018-05-21 22",16.22,60.25,0
"2018-05-21 23",16.09,60.08,0
"2018-05-22 00",15.93,61.36,0
"2018-05-22 01",15.51,66.26,0
"2018-05-22 02",14.95,66.56,0
"2018-05-22 03",13.93,69.98,0
"2018-05-22 04",13.4,69.35,0
"2018-05-22 05",13.1,70.48,0
"2018-05-22 06",12.76,71.22,0
"2018-05-22 07",13.2,68.45,0
"2018-05-22 08",16.24,57.91,0
"2018-05-22 09",18.23,53.61,0
"2018-05-22 10",20.14,48.26,0
"2018-05-22 11",21.59,41.92,0
"2018-05-22 12",23.19,37.89,0
"2018-05-22 13",23.91,34.5,0
"2018-05-22 14",25.15,28.18,0
"2018-05-22 15",26.31,24.25,0
"2018-05-22 16",26.56,21.57,0
"2018-05-22 17",26.33,24.67,0
"2018-05-22 18",24.67,32.95,0
"2018-05-22 19",16.79,76.89,6.3
"2018-05-22 20",14.76,89.6,1.2
"2018-05-22 21",15.04,82.66,0
"2018-05-22 22",15.04,85.29,0
"2018-05-22 23",14.8,86.2,0
"2018-05-23 00",14.79,86.75,0
"2018-05-23 01",14.36,84.03,0
"2018-05-23 02",13.98,86.55,0
"2018-05-23 03",13.22,86.96,0
"2018-05-23 04",13.06,86.09,0
"2018-05-23 05",12.3,82.15,0
"2018-05-23 06",12.12,88.33,0
"2018-05-23 07",12.54,86.45,0
"2018-05-23 08",14.95,73.1,0
"2018-05-23 09",17.24,62.89,0
"2018-05-23 10",18.87,57.65,0
"2018-05-23 11",20.58,51.11,0
"2018-05-23 12",22.59,41.46,0
"2018-05-23 13",24.21,33.92,0
"2018-05-23 14",25.14,28.46,0
"2018-05-23 15",25.97,24.73,0
"2018-05-23 16",26.88,23.06,0
"2018-05-23 17",26.78,25.01,0
"2018-05-23 18",25.19,29.17,0
"2018-05-23 19",23.83,36.35,0
"2018-05-23 20",22.3,45.38,0
"2018-05-23 21",21.98,36.83,0
"2018-05-23 22",21.49,29.82,0
"2018-05-23 23",19.27,39.87,0
"2018-05-24 00",,,
"2018-05-24 01",,,
"2018-05-24 02",,,
"2018-05-24 03",,,
"2018-05-24 04",,,
"2018-05-24 05",,,
"2018-05-24 06",,,
"2018-05-24 07",,,
"2018-05-24 08",,,
"2018-05-24 09",,,
"2018-05-24 10",,,
"2018-05-24 11",,,
"2018-05-24 12",,,
"2018-05-24 13",,,
"2018-05-24 14",,,
"2018-05-24 15",,,
"2018-05-24 16",,,
"2018-05-24 17",,,
"2018-05-24 18",,,
"2018-05-24 19",,,
"2018-05-24 20",,,
"2018-05-24 21",,,
"2018-05-24 22",,,
"2018-05-24 23",,,
"2018-05-25 00",,,
"2018-05-25 01",,,
"2018-05-25 02",,,
"2018-05-25 03",,,
"2018-05-25 04",,,
"2018-05-25 05",,,
"2018-05-25 06",13.32,67.12,0
"2018-05-25 07",14.34,64.78,0
"2018-05-25 08",16.45,61.85,0
"2018-05-25 09",17.74,59.43,0
"2018-05-25 10",19.3,52.24,0
"2018-05-25 11",21.3,38.06,0
"2018-05-25 12",22.93,27.76,0
"2018-05-25 13",24.09,21.5,0
"2018-05-25 14",25.09,20.47,0
"2018-05-25 15",25.82,18.4,0
"2018-05-25 16",26.08,19.27,0
"2018-05-25 17",25.58,21.68,0
"2018-05-25 18",25.39,18.83,0
"2018-05-25 19",24.25,20.54,0
"2018-05-25 20",22.72,24.74,0
"2018-05-25 21",21.47,31.51,0
"2018-05-25 22",20.06,42.14,0
"2018-05-25 23",18.83,48.59,0
"2018-05-26 00",17.85,55.04,0
"2018-05-26 01",17,60.32,0
"2018-05-26 02",15.72,60.74,0
"2018-05-26 03",14.94,49.91,0
"2018-05-26 04",13.99,51.2,0
"2018-05-26 05",13.09,49.55,0
"2018-05-26 06",12.46,49.47,0
"2018-05-26 07",12.82,51.74,0
"2018-05-26 08",15.92,48.98,0
"2018-05-26 09",17.67,47.47,0
"2018-05-26 10",19.19,41.45,0
"2018-05-26 11",21.01,26.09,0
"2018-05-26 12",22.42,20.36,0
"2018-05-26 13",23.59,17.89,0
"2018-05-26 14",24.51,17.49,0
"2018-05-26 15",25.67,13.33,0
"2018-05-26 16",26.12,13.24,0
"2018-05-26 17",26.34,14.15,0
"2018-05-26 18",26,16.12,0
"2018-05-26 19",25.09,17.55,0
"2018-05-26 20",23.62,19.04,0
"2018-05-26 21",21.89,28.71,0
"2018-05-26 22",20.29,37.81,0
"2018-05-26 23",19.32,44.26,0
"2018-05-27 00",18.35,48.35,0
"2018-05-27 01",16.49,49.2,0
"2018-05-27 02",15.39,50.62,0
"2018-05-27 03",14.32,38.43,0
"2018-05-27 04",13.43,30.95,0
"2018-05-27 05",12.44,32.56,0
"2018-05-27 06",11.54,38.26,0
"2018-05-27 07",12.78,41.28,0
"2018-05-27 08",16.06,35.34,0
"2018-05-27 09",18.12,36.62,0
"2018-05-27 10",20.1,29.01,0
"2018-05-27 11",21.75,25.43,0
"2018-05-27 12",23.62,20.02,0
"2018-05-27 13",24.99,16.3,0
"2018-05-27 14",25.95,14.6,0
"2018-05-27 15",26.87,12.81,0
"2018-05-27 16",27.47,11.15,0
"2018-05-27 17",27.68,10.09,0
"2018-05-27 18",27.38,10.45,0
"2018-05-27 19",26.43,12.52,0
"2018-05-27 20",24.89,16.82,0
"2018-05-27 21",22.74,34.07,0
"2018-05-27 22",21.05,43.04,0
"2018-05-27 23",20.16,43.92,0
"2018-05-28 00",18.68,47.13,0
"2018-05-28 01",16.88,48.52,0
"2018-05-28 02",15.93,43.08,0
"2018-05-28 03",15.47,40.32,0
"2018-05-28 04",14.7,39.28,0
"2018-05-28 05",13.89,44.6,0
"2018-05-28 06",12.72,51.97,0
"2018-05-28 07",13.78,51.95,0
"2018-05-28 08",17.26,40.1,0
"2018-05-28 09",18.45,36.09,0
"2018-05-28 10",20.38,31.35,0
"2018-05-28 11",23.38,26.62,0
"2018-05-28 12",24.93,22.52,0
"2018-05-28 13",26.64,18.34,0
"2018-05-28 14",28,13.52,0
"2018-05-28 15",28.83,12.38,0
"2018-05-28 16",29.02,11.57,0
"2018-05-28 17",29.01,10.73,0
"2018-05-28 18",28.75,11.93,0
"2018-05-28 19",27.66,14.47,0
"2018-05-28 20",25.99,16.3,0
"2018-05-28 21",24.58,18.35,0
"2018-05-28 22",23.17,22.22,0
"2018-05-28 23",20.61,29.78,0
"2018-05-29 00",18.55,34.24,0
"2018-05-29 01",17.84,36.24,0
"2018-05-29 02",17.16,32.45,0
"2018-05-29 03",15.94,38.66,0
"2018-05-29 04",14.84,44.22,0
"2018-05-29 05",13.81,50.51,0
"2018-05-29 06",13.33,55.32,0
"2018-05-29 07",14.26,50.86,0
"2018-05-29 08",18.44,38.27,0
"2018-05-29 09",20.14,33.33,0
"2018-05-29 10",22.94,26.23,0
"2018-05-29 11",25.41,16.54,0
"2018-05-29 12",26.85,14.5,0
"2018-05-29 13",27.66,13.14,0
"2018-05-29 14",28.99,11.36,0
"2018-05-29 15",30.05,9.98,0
"2018-05-29 16",30.2,10.56,0
"2018-05-29 17",30.25,10.53,0
"2018-05-29 18",29.87,8.78,0
"2018-05-29 19",28.71,9.21,0
"2018-05-29 20",26.95,11.28,0
"2018-05-29 21",25.35,17.4,0
"2018-05-29 22",23.56,19.32,0
"2018-05-29 23",21.91,20.97,0
"2018-05-30 00",19.6,27.47,0
"2018-05-30 01",19,26.98,0
"2018-05-30 02",17.76,28.69,0
"2018-05-30 03",16.88,27.78,0
"2018-05-30 04",15.51,35.32,0
"2018-05-30 05",14.51,41.19,0
"2018-05-30 06",13.72,45.01,0
"2018-05-30 07",14.5,40.77,0
"2018-05-30 08",18.65,28.43,0
"2018-05-30 09",20.95,24.03,0
"2018-05-30 10",22.97,21.13,0
"2018-05-30 11",25.27,17.24,0
"2018-05-30 12",27.14,13.58,0
"2018-05-30 13",28.84,11.42,0
"2018-05-30 14",29.92,10.55,0
"2018-05-30 15",31.04,8.8,0
"2018-05-30 16",31.12,8.93,0
"2018-05-30 17",30.98,9.27,0
"2018-05-30 18",30.01,10.64,0
"2018-05-30 19",28.37,12.62,0
"2018-05-30 20",26.48,14.28,0
"2018-05-30 21",25.35,14.36,0
"2018-05-30 22",24.06,17.55,0
"2018-05-30 23",21.57,24.7,0
"2018-05-31 00",19.57,27.29,0
"2018-05-31 01",18.85,25.41,0
"2018-05-31 02",17.81,23.52,0
"2018-05-31 03",16.02,28.7,0
"2018-05-31 04",14.47,33.85,0
"2018-05-31 05",13.71,37.09,0
"2018-05-31 06",13.31,38.7,0
"2018-05-31 07",14.62,38.61,0
"2018-05-31 08",19.2,28.99,0
"2018-05-31 09",21.61,22.97,0
"2018-05-31 10",24.38,15.26,0
"2018-05-31 11",26.04,10.84,0
"2018-05-31 12",27.76,9.87,0
"2018-05-31 13",29.09,9.26,0
"2018-05-31 14",30.24,9.05,0
"2018-05-31 15",31.23,7.78,0
"2018-05-31 16",30.97,8.39,0
"2018-05-31 17",30.26,9.94,0
"2018-05-31 18",29.19,12.49,0
"2018-05-31 19",27.64,14.81,0
"2018-05-31 20",25.81,17.01,0
"2018-05-31 21",24.42,20.73,0
"2018-05-31 22",23.05,24.78,0
"2018-05-31 23",21.39,20.21,0
"2018-06-01 00",19.9,23.42,0
"2018-06-01 01",18.05,30.04,0
"2018-06-01 02",16.77,36.91,0
"2018-06-01 03",16.27,39.33,0
"2018-06-01 04",15.52,43.02,0
"2018-06-01 05",14.97,42.64,0
"2018-06-01 06",14.48,44.14,0
"2018-06-01 07",15.2,42.59,0
"2018-06-01 08",17.25,45.97,0
"2018-06-01 09",18.52,43.68,0
"2018-06-01 10",20.42,36.82,0
"2018-06-01 11",22.57,28.02,0
"2018-06-01 12",24.47,21.88,0
"2018-06-01 13",26.25,18.22,0
"2018-06-01 14",27.41,13.22,0
"2018-06-01 15",28.52,12.08,0
"2018-06-01 16",28.97,14.7,0
"2018-06-01 17",28.86,16.02,0
"2018-06-01 18",28.2,18.32,0
"2018-06-01 19",25.97,25.46,0
"2018-06-01 20",23.52,34.36,0
"2018-06-01 21",21.84,39.36,0
"2018-06-01 22",20.54,44.71,0
"2018-06-01 23",19.68,48.74,0
"2018-06-02 00",19.22,52.67,0
"2018-06-02 01",18.3,57.36,0
"2018-06-02 02",17.76,61.03,0
"2018-06-02 03",17.54,60.07,0
"2018-06-02 04",17.06,62.5,0
"2018-06-02 05",16.56,66.43,0
"2018-06-02 06",16.21,65.65,0
"2018-06-02 07",16.43,63.54,0
"2018-06-02 08",17.68,58.9,0
"2018-06-02 09",17.31,53.67,0
"2018-06-02 10",18.56,47.11,0
"2018-06-02 11",20.41,31.04,0
"2018-06-02 12",21.5,26.41,0
"2018-06-02 13",23.08,21.83,0
"2018-06-02 14",24.34,20.33,0
"2018-06-02 15",25.62,18.68,0
"2018-06-02 16",26.74,17.23,0
"2018-06-02 17",26.63,17.18,0
"2018-06-02 18",25.62,24.68,0
"2018-06-02 19",23.97,33.71,0
"2018-06-02 20",23.04,38.19,0
"2018-06-02 21",21.25,45.94,0
"2018-06-02 22",20.18,52.56,0
"2018-06-02 23",19.34,54.69,0
"2018-06-03 00",18.54,52.97,0
"2018-06-03 01",17.88,55.84,0
"2018-06-03 02",16.92,60.92,0
"2018-06-03 03",16.14,64.74,0
"2018-06-03 04",15.71,64.83,0
"2018-06-03 05",15.35,68.97,0
"2018-06-03 06",14.71,74.47,0
"2018-06-03 07",14.85,69.04,0
"2018-06-03 08",15.88,61.96,0
"2018-06-03 09",17.18,54.58,0
"2018-06-03 10",18.69,46.71,0
"2018-06-03 11",20.46,39.24,0
"2018-06-03 12",22.16,30.76,0
"2018-06-03 13",24.09,25.11,0
"2018-06-03 14",25.14,23.67,0
"2018-06-03 15",25.16,23.45,0
"2018-06-03 16",24.91,26.56,0
"2018-06-03 17",24.34,29.57,0
"2018-06-03 18",23.64,30.64,0
"2018-06-03 19",22.47,35.57,0
"2018-06-03 20",21.12,38.71,0
"2018-06-03 21",19.94,45.17,0
"2018-06-03 22",18.72,49.87,0
"2018-06-03 23",17.28,55.65,0
"2018-06-04 00",16.75,57.29,0
"2018-06-04 01",15.91,60.69,0
"2018-06-04 02",15.03,63.73,0
"2018-06-04 03",14.62,64.34,0
"2018-06-04 04",14.29,65.56,0
"2018-06-04 05",13.89,67.28,0
"2018-06-04 06",13.47,68.02,0
"2018-06-04 07",13.89,64.72,0
"2018-06-04 08",15.38,58.34,0
"2018-06-04 09",17.26,47.94,0
"2018-06-04 10",18.79,38.81,0
"2018-06-04 11",20.3,33.32,0
"2018-06-04 12",21.56,28.66,0
"2018-06-04 13",23.07,23.6,0
"2018-06-04 14",24.61,19.2,0
"2018-06-04 15",25.86,16.87,0
"2018-06-04 16",26.73,15.58,0
"2018-06-04 17",27.05,15.58,0
"2018-06-04 18",26.31,19.95,0
"2018-06-04 19",25.06,24.84,0
"2018-06-04 20",23.12,28.46,0
"2018-06-04 21",21.62,31.08,0
"2018-06-04 22",20.27,35.6,0
"2018-06-04 23",18.95,37.19,0
"2018-06-05 00",17.91,44.36,0
"2018-06-05 01",16.95,51.67,0
"2018-06-05 02",16.36,55.91,0
"2018-06-05 03",15.41,58.59,0
"2018-06-05 04",14.83,59.93,0
"2018-06-05 05",14.48,58.04,0
"2018-06-05 06",13.9,60.15,0
"2018-06-05 07",14.85,58.38,0
"2018-06-05 08",16.42,54.16,0
"2018-06-05 09",17.81,50.05,0
"2018-06-05 10",19.28,45.3,0
"2018-06-05 11",21.28,38.09,0
"2018-06-05 12",22.75,31.02,0
"2018-06-05 13",24.19,22.18,0
"2018-06-05 14",25.63,16.84,0
"2018-06-05 15",26.87,17.05,0
"2018-06-05 16",27.09,18.77,0
"2018-06-05 17",27.24,20.16,0
"2018-06-05 18",26.75,26.85,0
"2018-06-05 19",24.81,36.23,0
"2018-06-05 20",23.66,39.45,0
"2018-06-05 21",22.35,46.62,0
"2018-06-05 22",21.92,47.47,0
"2018-06-05 23",21.46,49.38,0
"2018-06-06 00",20.49,53.92,0
"2018-06-06 01",19.07,59.08,0
"2018-06-06 02",18.53,58.9,0
"2018-06-06 03",18.3,58.31,0
"2018-06-06 04",17.86,56.77,0
"2018-06-06 05",17.46,56.95,0
"2018-06-06 06",16.88,59.56,0
"2018-06-06 07",16.87,62.32,0
"2018-06-06 08",18.48,58.48,0
"2018-06-06 09",,,
"2018-06-06 10",,,
"2018-06-06 11",,,
"2018-06-06 12",,,
"2018-06-06 13",,,
"2018-06-06 14",,,
"2018-06-06 15",,,
"2018-06-06 16",,,
"2018-06-06 17",,,
"2018-06-06 18",,,
"2018-06-06 19",,,
"2018-06-06 20",,,
"2018-06-06 21",,,
"2018-06-06 22",,,
"2018-06-06 23",,,
"2018-06-07 00",,,
"2018-06-07 01",,,
"2018-06-07 02",,,
"2018-06-07 03",,,
"2018-06-07 04",,,
"2018-06-07 05",,,
"2018-06-07 06",,,
"2018-06-07 07",,,
"2018-06-07 08",,,
"2018-06-07 09",,,
"2018-06-07 10",,,
"2018-06-07 11",,,
"2018-06-07 12",,,
"2018-06-07 13",,,
"2018-06-07 14",,,
"2018-06-07 15",,,
"2018-06-07 16",,,
"2018-06-07 17",,,
"2018-06-07 18",,,
"2018-06-07 19",,,
"2018-06-07 20",,,
"2018-06-07 21",,,
"2018-06-07 22",,,
"2018-06-07 23",,,
"2018-06-08 00",,,
"2018-06-08 01",,,
"2018-06-08 02",,,
"2018-06-08 03",,,
"2018-06-08 04",,,
"2018-06-08 05",,,
"2018-06-08 06",,,
"2018-06-08 07",,,
"2018-06-08 08",,,
"2018-06-08 09",,,
"2018-06-08 10",,,
"2018-06-08 11",,,
"2018-06-08 12",,,
"2018-06-08 13",,,
"2018-06-08 14",,,
"2018-06-08 15",,,
"2018-06-08 16",,,
"2018-06-08 17",,,
"2018-06-08 18",,,
"2018-06-08 19",,,
"2018-06-08 20",,,
"2018-06-08 21",,,
"2018-06-08 22",,,
"2018-06-08 23",,,
"2018-06-09 00",,,
"2018-06-09 01",,,
"2018-06-09 02",,,
"2018-06-09 03",,,
"2018-06-09 04",,,
"2018-06-09 05",,,
"2018-06-09 06",,,
"2018-06-09 07",,,
"2018-06-09 08",,,
"2018-06-09 09",,,
"2018-06-09 10",,,
"2018-06-09 11",,,
"2018-06-09 12",,,
"2018-06-09 13",,,
"2018-06-09 14",,,
"2018-06-09 15",,,
"2018-06-09 16",,,
"2018-06-09 17",,,
"2018-06-09 18",,,
"2018-06-09 19",,,
"2018-06-09 20",,,
"2018-06-09 21",,,
"2018-06-09 22",,,
"2018-06-09 23",,,
"2018-06-10 00",,,
"2018-06-10 01",,,
"2018-06-10 02",,,
"2018-06-10 03",,,
"2018-06-10 04",,,
"2018-06-10 05",,,
"2018-06-10 06",,,
"2018-06-10 07",,,
"2018-06-10 08",,,
"2018-06-10 09",,,
"2018-06-10 10",,,
"2018-06-10 11",,,
"2018-06-10 12",,,
"2018-06-10 13",,,
"2018-06-10 14",,,
"2018-06-10 15",,,
"2018-06-10 16",,,
"2018-06-10 17",,,
"2018-06-10 18",,,
"2018-06-10 19",,,
"2018-06-10 20",,,
"2018-06-10 21",,,
"2018-06-10 22",,,
"2018-06-10 23",,,
"2018-06-11 00",,,
"2018-06-11 01",,,
"2018-06-11 02",,,
"2018-06-11 03",,,
"2018-06-11 04",,,
"2018-06-11 05",,,
"2018-06-11 06",,,
"2018-06-11 07",,,
"2018-06-11 08",,,
"2018-06-11 09",18.43,65.01,
"2018-06-11 10",19.88,57.92,0
"2018-06-11 11",21.29,51.69,0
"2018-06-11 12",22.71,45.18,0
"2018-06-11 13",24.66,37.52,0
"2018-06-11 14",25.32,34.71,0
"2018-06-11 15",24.17,40.61,0
"2018-06-11 16",22.63,45.51,0
"2018-06-11 17",21.56,48.62,0
"2018-06-11 18",20.7,53.78,0
"2018-06-11 19",17.69,71.57,0
"2018-06-11 20",18.08,65.54,0
"2018-06-11 21",18.48,65.1,0
"2018-06-11 22",18.12,69.8,0
"2018-06-11 23",18.05,70.17,0
"2018-06-12 00",17.81,73.18,0
"2018-06-12 01",17.31,73.51,0
"2018-06-12 02",17.47,67.66,0
"2018-06-12 03",17.49,65.71,0
"2018-06-12 04",17.29,64.97,0
"2018-06-12 05",16.83,68.5,0
"2018-06-12 06",16.71,68.95,0
"2018-06-12 07",16.9,68.29,0
"2018-06-12 08",17.68,65.96,0
"2018-06-12 09",18.42,63.22,0
"2018-06-12 10",19.64,58.87,0
"2018-06-12 11",21.18,53.86,0
"2018-06-12 12",21.73,49.13,0
"2018-06-12 13",19.22,64.53,0.1
"2018-06-12 14",15.8,82.5,1.5
"2018-06-12 15",15.41,86.34,1.1
"2018-06-12 16",16.03,81.6,0.3
"2018-06-12 17",16.37,81.34,0.1
"2018-06-12 18",15.55,84.16,0.4
"2018-06-12 19",14.59,90.25,4.3
"2018-06-12 20",14.25,93.58,5.4
"2018-06-12 21",14.37,93.47,0.5
"2018-06-12 22",14.45,93.27,2
"2018-06-12 23",14.28,93.77,0.6
"2018-06-13 00",13.97,92.7,0.3
"2018-06-13 01",14.06,93.73,0.9
"2018-06-13 02",13.91,93.53,0.7
"2018-06-13 03",13.72,94.38,0.7
"2018-06-13 04",13.57,95.16,0.7
"2018-06-13 05",13.62,95.18,0.6
"2018-06-13 06",13.58,94.75,0.3
"2018-06-13 07",13.43,92.37,0.4
"2018-06-13 08",13.46,92.08,0.2
"2018-06-13 09",13.64,91.76,1.2
"2018-06-13 10",14.42,89.35,0.2
"2018-06-13 11",16.22,75.93,0
"2018-06-13 12",18.36,67.34,0
"2018-06-13 13",19.01,65.02,0
"2018-06-13 14",19.43,63.53,0
"2018-06-13 15",18.74,64.43,0
"2018-06-13 16",16.83,80.98,0.5
"2018-06-13 17",15.92,88.3,0.4
"2018-06-13 18",15.65,85.18,0.1
"2018-06-13 19",16.46,80.28,0
"2018-06-13 20",,,
"2018-06-13 21",,,
"2018-06-13 22",,,
"2018-06-13 23",,,
"2018-06-14 00",,,
"2018-06-14 01",,,
"2018-06-14 02",,,
"2018-06-14 03",14.44,95.59,0
"2018-06-14 04",14.42,96.1,0
"2018-06-14 05",14.42,94.95,0.3
"2018-06-14 06",14.46,94.6,0.1
"2018-06-14 07",14.49,94.79,0.6
"2018-06-14 08",14.52,94.38,0.7
"2018-06-14 09",14.75,93.61,0.5
"2018-06-14 10",15.61,88.46,0
"2018-06-14 11",16.48,82.12,0
"2018-06-14 12",17.66,76.3,0
"2018-06-14 13",18.58,70.56,0
"2018-06-14 14",18.55,73.72,0
"2018-06-14 15",19.26,64.14,0
"2018-06-14 16",17.22,73.25,0
"2018-06-14 17",16.79,75.76,0
"2018-06-14 18",15.57,86.57,0.8
"2018-06-14 19",14.9,91.39,0.4
"2018-06-14 20",14.53,92.22,1
"2018-06-14 21",14.31,91.5,0.8
"2018-06-14 22",14.38,92.5,0.4
"2018-06-14 23",14.34,90.62,0.1
"2018-06-15 00",14.35,93.14,0.1
"2018-06-15 01",14.31,93.49,0
"2018-06-15 02",14.35,94.65,0
"2018-06-15 03",14.21,95.12,0
"2018-06-15 04",14.27,93.61,0
"2018-06-15 05",14.36,91.03,0
"2018-06-15 06",14.3,92.34,0
"2018-06-15 07",14.32,93.08,0
"2018-06-15 08",14.52,91.28,0.5
"2018-06-15 09",14.19,94.19,1.6
"2018-06-15 10",15.5,86.13,0
"2018-06-15 11",17.07,75.42,0
"2018-06-15 12",19.43,61.41,0
"2018-06-15 13",20.67,55.82,0
"2018-06-15 14",21.59,51.82,0
"2018-06-15 15",20.53,57.62,0
"2018-06-15 16",18.62,71.27,0.3
"2018-06-15 17",15.97,88.26,3.1
"2018-06-15 18",15.7,91.58,1.6
"2018-06-15 19",15.82,90.54,0.7
"2018-06-15 20",15.5,92.93,0.3
"2018-06-15 21",15.05,93.61,1.5
"2018-06-15 22",14.83,92.94,0.1
"2018-06-15 23",15.04,92.41,0
"2018-06-16 00",14.84,91.46,0
"2018-06-16 01",14.69,93.89,0
"2018-06-16 02",14.55,93.37,0
"2018-06-16 03",14.18,93.18,0
"2018-06-16 04",14.18,93.54,0
"2018-06-16 05",14.57,90.18,0
"2018-06-16 06",14.94,87.98,0
"2018-06-16 07",14.76,90.07,0
"2018-06-16 08",15.47,83.53,0
"2018-06-16 09",16.43,78.08,0
"2018-06-16 10",17.06,75.65,0
"2018-06-16 11",17.71,70.58,0
"2018-06-16 12",19.08,63.04,0
"2018-06-16 13",21.03,54.95,0
"2018-06-16 14",21.72,52.12,0
"2018-06-16 15",22.76,47.04,0
"2018-06-16 16",23.76,41.89,0
"2018-06-16 17",23.4,43.04,0
"2018-06-16 18",22.17,51.84,0
"2018-06-16 19",20.04,65.82,0
"2018-06-16 20",19.1,70.39,0
"2018-06-16 21",18.12,75.1,0
"2018-06-16 22",16.11,85.77,0.4
"2018-06-16 23",15.52,89.06,10.9
"2018-06-17 00",15.32,93.21,0.3
"2018-06-17 01",15.48,91.64,0.1
"2018-06-17 02",15.37,93.4,0
"2018-06-17 03",15.11,93.35,0
"2018-06-17 04",14.7,93.84,0
"2018-06-17 05",14.47,93.61,0
"2018-06-17 06",13.89,94.73,0
"2018-06-17 07",14.58,89.34,0
"2018-06-17 08",16.01,80.78,0
"2018-06-17 09",17.01,75.01,0
"2018-06-17 10",18.91,61.42,0
"2018-06-17 11",20.54,54.71,0
"2018-06-17 12",22.2,50.21,0
"2018-06-17 13",23.56,45.33,0
"2018-06-17 14",23.35,45.98,0
"2018-06-17 15",20.05,61.31,0
"2018-06-17 16",19.27,60.42,0
"2018-06-17 17",18.79,64.61,0
"2018-06-17 18",18.38,73.71,0.1
"2018-06-17 19",18.47,72.49,0
"2018-06-17 20",17.95,74.32,0
"2018-06-17 21",17.68,67.77,0
"2018-06-17 22",17.47,73.39,0
"2018-06-17 23",16.79,79.35,4.4
"2018-06-18 00",14.76,95.28,4.7
"2018-06-18 01",14.68,95.06,0
"2018-06-18 02",14.77,93.31,0.1
"2018-06-18 03",14.56,92.01,0
"2018-06-18 04",14.5,91.74,0
"2018-06-18 05",14.44,91.8,0
"2018-06-18 06",14.41,90.72,0
"2018-06-18 07",14.45,91.53,0
"2018-06-18 08",14.65,87.12,0
"2018-06-18 09",16.07,79.81,0
"2018-06-18 10",18.38,67.08,0
"2018-06-18 11",19.92,59.68,0
"2018-06-18 12",19.27,64.04,0
"2018-06-18 13",15.77,89.19,1.9
"2018-06-18 14",16.1,87.74,0.7
"2018-06-18 15",15.36,88.89,3.3
"2018-06-18 16",15.65,88.12,1.2
"2018-06-18 17",15.54,89.95,1.6
"2018-06-18 18",14.94,92.47,1.2
"2018-06-18 19",14.94,90.31,0
"2018-06-18 20",14.94,92.68,2.5
"2018-06-18 21",14.68,95.35,1.2
"2018-06-18 22",14.34,95.38,0.8
"2018-06-18 23",14.23,95.47,1.2
"2018-06-19 00",14.05,95.76,0.9
"2018-06-19 01",13.92,95.84,0.5
"2018-06-19 02",13.93,96.04,0.2
